Resource ID,Service Name,Usage Quantity,Usage Unit,Region/Zone,CPU Utilization (%),Memory Utilization (%),Network Inbound Data (Bytes),Network Outbound Data (Bytes),Usage Start Date,Usage End Date,Cost per Quantity ($),Unrounded Cost ($),Rounded Cost ($),Total Cost (INR)
cloud-data-f-000149,Cloud Data Fusion,6.6875,Hours,europe-west1,49.58,64.85,7505924.0,9022085.0,2024-02-26,2024-03-27,1.15341451,7.97983538,7.979835,670.3062
pub-sub-000150,Pub/Sub,37.3754,GB,southamerica-east1,27.73,21.6,477104179.0,178811946.0,2023-02-07,2023-02-21,0.04969821,2.18758365,2.187584,183.757
pub-sub-000151,Pub/Sub,1.0133,GB,europe-west3,37.9,37.75,342689149.0,8996606.0,2024-06-10,2024-07-10,0.06608102,0.07279204,0.072792,6.1145
cloud-sql-000152,Cloud SQL,1793.694,Hours,europe-west3,61.02,76.73,8502719041.0,2005529331.0,2023-02-25,2023-03-04,2.65169151,5238.26671661,5238.266717,440014.4042
container-re-000153,Container Registry,107.5343,GB,northamerica-northeast1,21.58,29.17,107533268.0,250304647.0,2023-02-22,2023-03-01,0.026,3.01847431,3.018474,253.5518
cloud-sql-000154,Cloud SQL,8194.5414,Hours,us-west1,53.54,72.65,1014289930.0,1402571417.0,2024-05-11,2024-05-18,2.13770002,18280.27927225,18280.279272,1535543.4589
cloud-endpoi-000155,Cloud Endpoints,10990.6504,Requests,us-west1,7.26,13.12,124124035.0,4673372.0,2023-06-12,2023-06-26,1.402e-05,0.1631185,0.163118,13.702
cloud-endpoi-000156,Cloud Endpoints,877261.4925,Requests,asia-northeast1,4.18,10.54,917462661.0,28376085.0,2024-04-17,2024-05-18,7.16e-06,7.2185668,7.218567,606.3596
firestore-000157,Firestore,896141.6418,Requests,europe-north1,18.15,21.51,584751243.0,12151686.0,2024-06-05,2024-07-05,1.18e-06,1.18035105,1.180351,99.1495
cloud-spanne-000158,Cloud Spanner,1893.5714,Hours,australia-southeast1,54.91,73.23,440370201.0,885232680.0,2024-04-12,2024-05-12,2.83592311,6027.47838639,6027.478386,506308.1845
cloud-storag-000159,Cloud Storage,45.4448,GB,us-west1,4.93,12.05,5962817082.0,1021126744.0,2023-05-20,2023-06-19,0.0196401,0.85860896,0.858609,72.1232
cloud-run-000160,Cloud Run,10.1788,Hours,europe-west1,66.9,67.93,692202755.0,8494413.0,2024-06-03,2024-06-10,0.00017973,0.00187397,0.001874,0.1574
cloud-vpn-000161,Cloud VPN,1056.0494,Hours,us-central1,0.1,0.61,2675892974.0,3355872878.0,2024-11-06,2024-11-20,0.10385806,107.19236963,107.19237,9004.159
cloud-memory-000162,Cloud Memorystore,1863.8067,Hours,europe-west1,53.51,91.29,104265187.0,24145990.0,2024-07-19,2024-08-18,0.18764482,388.65960082,388.659601,32647.4065
cloud-datapr-000163,Cloud Dataproc,34.4694,Hours,us-west1,60.7,62.53,152066351.0,79939555.0,2023-09-02,2023-10-02,0.079799,2.64787285,2.647873,222.4213
bigquery-000164,BigQuery,17604.983,GB,europe-west1,31.14,19.32,3736314510.0,737468383.0,2024-04-29,2024-05-29,0.02237354,428.83043894,428.830439,36021.7569
dataflow-000165,Dataflow,1.3707,Hours,us-east1,76.87,82.76,55586975.0,127222710.0,2023-06-05,2023-06-19,0.0336031,0.0439066,0.043907,3.6882
cloud-vpn-000166,Cloud VPN,2180.1836,Hours,europe-west1,10.8,8.66,4328266828.0,341419201.0,2023-04-13,2023-05-13,0.10259511,229.99628553,229.996286,19319.688
cloud-sql-000167,Cloud SQL,3714.9296,Hours,asia-east1,75.77,86.5,365298139.0,1618780559.0,2023-05-28,2023-06-11,0.55464012,2333.93548767,2333.935488,196050.581
cloud-spanne-000168,Cloud Spanner,1960.1053,Hours,europe-north1,42.42,61.03,82710127.0,113314447.0,2023-12-13,2024-01-12,1.06866217,2285.02036511,2285.020365,191941.7107
cloud-load-b-000169,Cloud Load Balancing,1603.4582,Hours,us-east1,26.44,31.48,3584745368.0,1859846864.0,2024-06-30,2024-07-14,0.0202182,31.1382602,31.13826,2615.6139
pub-sub-000170,Pub/Sub,2.1984,GB,northamerica-northeast1,14.75,33.99,333188170.0,44592624.0,2024-07-08,2024-07-09,0.05893483,0.13240648,0.132406,11.1221
cloud-interc-000171,Cloud Interconnect,932.3111,Hours,australia-southeast1,8.05,10.25,4950952287.0,6167152122.0,2023-04-03,2023-04-17,0.33518652,341.23479862,341.234799,28663.7231
cloud-build-000172,Cloud Build,119.8963,Hours,northamerica-northeast1,44.29,57.36,206914047.0,24160766.0,2023-06-20,2023-07-20,0.00313797,0.37826948,0.378269,31.7746
bigquery-000173,BigQuery,38.219,GB,europe-north1,49.67,35.48,3227649520.0,281884382.0,2024-01-03,2024-01-17,0.02890248,1.22579416,1.225794,102.9667
cloud-vpn-000174,Cloud VPN,888.268,Hours,us-east1,14.54,15.66,357236341.0,3299587423.0,2023-07-04,2023-07-11,0.13708396,121.18668763,121.186688,10179.6818
compute-engi-000175,Compute Engine,3109.2461,Hours,us-east1,66.47,79.79,516192055.0,513996744.0,2023-09-04,2023-09-18,1.05252611,3128.68516544,3128.685165,262809.5539
container-re-000176,Container Registry,1.0833,GB,europe-north1,8.99,14.81,61051153.0,41235104.0,2024-04-15,2024-04-22,0.026,0.03061571,0.030616,2.5717
cloud-interc-000177,Cloud Interconnect,2187.9095,Hours,us-east1,13.9,6.94,2509830864.0,18992845731.0,2024-07-13,2024-07-20,0.20550453,471.94174274,471.941743,39643.1064
cloud-vpn-000178,Cloud VPN,4057.8525,Hours,europe-north1,8.5,10.15,243499994.0,610095897.0,2024-10-16,2024-11-16,0.09568358,430.7485791,430.748579,36182.8806
cloud-interc-000179,Cloud Interconnect,951.5269,Hours,australia-southeast1,2.89,4.78,732260524.0,2324855805.0,2024-01-29,2024-02-28,0.22161393,237.29349588,237.293496,19932.6537
cloud-memory-000180,Cloud Memorystore,1520.3037,Hours,us-central1,54.42,88.08,211235182.0,534728694.0,2023-10-30,2023-11-30,0.19594179,309.82757735,309.827577,26025.5165
dataflow-000181,Dataflow,1584.3764,Hours,europe-west3,62.25,71.22,3851199289.0,913720145.0,2023-10-09,2023-10-10,0.04602402,76.47430104,76.474301,6423.8413
bigquery-000182,BigQuery,40901.5413,GB,us-central1,68.95,47.71,1707480770.0,960543367.0,2024-05-23,2024-06-22,0.03990834,1580.02688645,1580.026886,132722.2585
cloud-endpoi-000183,Cloud Endpoints,37187.4131,Requests,us-central1,12.24,15.32,7260751.0,29717607.0,2023-12-27,2024-01-03,9.77e-06,0.37679115,0.376791,31.6505
pub-sub-000184,Pub/Sub,4.8294,GB,us-west1,15.28,38.84,21856138.0,57057643.0,2024-11-06,2024-12-06,0.04291492,0.21915186,0.219152,18.4088
container-re-000185,Container Registry,42.7161,GB,us-east1,9.58,8.3,713660430.0,48454366.0,2023-02-10,2023-02-24,0.026,1.06962274,1.069623,89.8483
kubernetes-e-000186,Kubernetes Engine,1644.0386,Hours,asia-southeast1,67.21,60.05,317650667.0,2447728963.0,2023-04-03,2023-05-04,0.04739528,85.11926241,85.119262,7150.018
cloud-datapr-000187,Cloud Dataproc,69.4783,Hours,asia-southeast1,61.98,57.2,155597354.0,397417242.0,2024-07-06,2024-08-05,0.05516153,4.07565776,4.075658,342.3553
cloud-functi-000188,Cloud Functions,68008539.4883,Requests,asia-southeast1,25.97,29.4,302160206.0,310474058.0,2023-09-21,2023-10-22,2.43e-06,176.43940677,176.439407,14820.9102
cloud-interc-000189,Cloud Interconnect,2337.423,Hours,us-west1,10.55,9.38,8220965979.0,3399313278.0,2023-12-13,2024-01-12,0.08388471,206.68110271,206.681103,17361.2126
pub-sub-000190,Pub/Sub,79380.0218,GB,australia-southeast1,27.33,32.07,102569354.0,1693963019.0,2024-11-23,2024-12-23,0.06901809,6217.40154673,6217.401547,522261.7299
cloud-vpc-000191,Cloud VPC,755.6899,Hours,europe-west1,3.06,16.91,1165254194.0,5378275587.0,2023-04-03,2023-05-03,0.00582915,4.44986065,4.449861,373.7883
cloud-sql-000192,Cloud SQL,1400.3692,Hours,europe-west1,64.28,83.2,614017651.0,342745198.0,2024-11-19,2024-12-19,1.34411181,2068.63924575,2068.639246,173765.6966
container-re-000193,Container Registry,55.4599,GB,europe-west1,30.04,27.82,194338197.0,1339334579.0,2023-04-21,2023-05-21,0.026,1.5464875,1.546487,129.9049
cloud-vpc-000194,Cloud VPC,854.1723,Hours,europe-west1,7.28,12.81,14027570365.0,7264973175.0,2024-09-16,2024-09-23,0.0084147,7.53799665,7.537997,633.1917
firestore-000195,Firestore,45374.0964,Requests,europe-north1,4.68,14.33,358210540.0,39604652.0,2024-10-26,2024-11-09,1.74e-06,0.08686301,0.086863,7.2965
cloud-interc-000196,Cloud Interconnect,6619.6719,Hours,northamerica-northeast1,20.13,16.96,27978142628.0,36667234731.0,2023-04-29,2023-04-30,0.11104882,788.04618503,788.046185,66195.8795
cloud-sql-000197,Cloud SQL,4120.5513,Hours,europe-west1,42.14,55.35,11738524491.0,608277608.0,2024-11-17,2024-12-18,1.89849046,7977.26684083,7977.266841,670090.4146
cloud-vpn-000198,Cloud VPN,3716.2275,Hours,us-west1,7.07,3.66,146023643.0,5570475432.0,2023-06-08,2023-07-08,0.13336931,495.00836783,495.008368,41580.7029
compute-engi-000199,Compute Engine,1833.124,Hours,europe-west3,33.53,39.26,159207221.0,182667048.0,2023-10-14,2023-10-15,2.00079006,3792.05010623,3792.050106,318532.2089
cloud-endpoi-000200,Cloud Endpoints,126475.0546,Requests,europe-west1,21.62,20.68,876579650.0,114479706.0,2023-04-12,2023-05-13,2.735e-05,3.67363491,3.673635,308.5853
container-re-000201,Container Registry,5.0361,GB,europe-west1,11.36,17.97,22431592.0,8570986.0,2023-03-04,2023-03-18,0.026,0.13739063,0.137391,11.5408
cloud-sql-000202,Cloud SQL,3576.4456,Hours,asia-northeast1,83.95,88.35,4829312761.0,1670471880.0,2024-11-09,2024-11-16,3.39931801,14236.63111049,14236.63111,1195877.0133
bigquery-000203,BigQuery,14057.6394,GB,europe-west1,50.43,48.38,761385062.0,927373133.0,2023-09-07,2023-10-08,0.01423425,203.65184943,203.651849,17106.7554
pub-sub-000204,Pub/Sub,11621.5728,GB,southamerica-east1,1.78,3.83,248982734.0,580805848.0,2023-08-01,2023-08-31,0.04698996,632.23551169,632.235512,53107.783
pub-sub-000205,Pub/Sub,19589.8284,GB,asia-southeast1,41.43,42.17,479133603.0,73600110.0,2024-09-02,2024-09-03,0.04434064,919.35974849,919.359748,77226.2189
cloud-cdn-000206,Cloud CDN,255.0435,GB,southamerica-east1,15.95,23.72,559328393.0,2694784096.0,2023-09-14,2023-10-14,0.01839737,5.57398181,5.573982,468.2145
cloud-cdn-000207,Cloud CDN,758.7555,GB,asia-east1,21.43,21.62,1655583644.0,7159805108.0,2024-01-02,2024-02-01,0.01188526,10.05189063,10.051891,844.3588
cloud-data-f-000208,Cloud Data Fusion,16.0452,Hours,europe-north1,54.97,61.86,89322704.0,24427036.0,2023-02-23,2023-03-02,0.44660191,7.75251799,7.752518,651.2115
cloud-armor-000209,Cloud Armor,2427805.2861,Requests,northamerica-northeast1,4.4,2.41,10565876.0,18111036.0,2024-04-04,2024-05-04,3.07e-06,7.54753202,7.547532,633.9927
cloud-storag-000210,Cloud Storage,50045.1478,GB,australia-southeast1,8.12,10.61,48363796559.0,2411201358.0,2024-09-21,2024-09-22,0.02087169,1205.50924435,1205.509244,101262.7765
cloud-storag-000211,Cloud Storage,1.5378,GB,europe-north1,16.9,12.38,1747277499.0,192777980.0,2024-04-14,2024-05-14,0.02297739,0.03917972,0.03918,3.2911
cloud-nat-000212,Cloud NAT,4286.7978,Hours,europe-west3,4.16,4.53,701098364.0,2659000393.0,2024-12-03,2024-12-10,0.00499206,22.49242549,22.492425,1889.3637
cloud-armor-000213,Cloud Armor,219072.2212,Requests,europe-west1,14.93,8.26,17932750.0,6133225.0,2024-09-14,2024-09-21,1.286e-05,2.87773472,2.877735,241.7297
cloud-vpn-000214,Cloud VPN,8643.8353,Hours,southamerica-east1,7.43,9.51,466498105.0,1794244900.0,2024-12-30,2025-01-13,0.10305568,1027.400795,1027.400795,86301.6668
cloud-sql-000215,Cloud SQL,5238.6247,Hours,southamerica-east1,71.19,78.85,1270891055.0,675663984.0,2024-09-11,2024-09-25,0.41550421,2573.36678125,2573.366781,216162.8096
container-re-000216,Container Registry,6.2426,GB,us-east1,11.97,22.73,269170399.0,5429253.0,2024-07-18,2024-08-17,0.026,0.15959709,0.159597,13.4062
cloud-endpoi-000217,Cloud Endpoints,157105.1974,Requests,europe-west3,13.76,23.02,43763423.0,285080515.0,2023-12-14,2024-01-13,2.27e-05,3.68217584,3.682176,309.3028
cloud-load-b-000218,Cloud Load Balancing,1850.3825,Hours,europe-west3,24.14,30.5,1246202519.0,4609605337.0,2023-11-17,2023-12-17,0.01059486,20.31895381,20.318954,1706.7921
cloud-spanne-000219,Cloud Spanner,920.3119,Hours,asia-northeast1,49.71,50.58,6606690232.0,158924198.0,2023-04-04,2023-05-04,1.10278531,1170.27887295,1170.278873,98303.4253
kubernetes-e-000220,Kubernetes Engine,3134.9093,Hours,europe-west1,47.81,56.6,1908615778.0,13018432354.0,2023-05-14,2023-06-13,0.06054278,192.91773695,192.917737,16205.0899
cloud-load-b-000221,Cloud Load Balancing,6398.8739,Hours,us-east1,21.17,28.81,8020432328.0,8814377747.0,2023-05-06,2023-05-20,0.02399921,156.77356736,156.773567,13168.9797
cloud-run-000222,Cloud Run,632.7473,Hours,us-west1,16.26,19.85,356068430.0,34330299.0,2023-02-22,2023-03-25,9.736e-05,0.06284622,0.062846,5.2791
cloud-vpn-000223,Cloud VPN,2419.3161,Hours,southamerica-east1,0.1,0.1,1053412362.0,777716970.0,2023-08-06,2023-08-13,0.13472748,398.13554046,398.13554,33443.3854
cloud-memory-000224,Cloud Memorystore,1458.6411,Hours,southamerica-east1,45.55,84.17,257145178.0,200848385.0,2024-01-12,2024-01-19,0.05761327,102.03980938,102.039809,8571.344
cloud-run-000225,Cloud Run,847.4176,Hours,southamerica-east1,41.83,52.46,48631052.0,88294096.0,2024-09-28,2024-10-28,2.578e-05,0.02628134,0.026281,2.2076
dataflow-000226,Dataflow,10.2522,Hours,us-west1,70.25,81.77,855730661.0,234894921.0,2023-10-01,2023-10-02,0.04530843,0.47414112,0.474141,39.8279
cloud-load-b-000227,Cloud Load Balancing,1042.1187,Hours,europe-west1,23.77,32.03,167751399.0,3752185024.0,2023-01-07,2023-01-14,0.01917486,20.43239857,20.432399,1716.3215
cloud-armor-000228,Cloud Armor,176868.802,Requests,asia-southeast1,2.59,3.28,22815607.0,5551498.0,2024-10-10,2024-11-10,1.108e-05,2.1151106,2.115111,177.6693
cloud-nat-000229,Cloud NAT,1830.9531,Hours,europe-west3,2.37,7.05,1055513547.0,290001219.0,2024-04-09,2024-04-23,0.00749436,14.39874828,14.398748,1209.4949
pub-sub-000230,Pub/Sub,1.8325,GB,us-central1,41.56,37.5,622894244.0,62225144.0,2024-09-02,2024-09-03,0.0447223,0.08591754,0.085918,7.2171
compute-engi-000231,Compute Engine,2195.4425,Hours,asia-east1,49.87,45.83,495228449.0,164750620.0,2024-11-21,2024-11-22,1.91382633,4437.47397936,4437.473979,372747.8143
compute-engi-000232,Compute Engine,4764.7854,Hours,northamerica-northeast1,54.49,50.78,850023116.0,715360738.0,2024-02-29,2024-03-07,0.52104061,2531.92816303,2531.928163,212681.9657
cloud-run-000233,Cloud Run,601.7315,Hours,asia-northeast1,64.58,90.75,54869515.0,99634414.0,2023-10-18,2023-11-17,0.00013593,0.09515019,0.09515,7.9926
cloud-interc-000234,Cloud Interconnect,3236.705,Hours,asia-east1,1.81,0.1,929916535.0,15478800131.0,2023-08-14,2023-08-28,0.05345919,195.46059937,195.460599,16418.6903
cloud-interc-000235,Cloud Interconnect,1498.6105,Hours,australia-southeast1,14.18,13.09,4571175729.0,7180840632.0,2023-05-21,2023-06-20,0.10399295,173.39598076,173.395981,14565.2624
cloud-spanne-000236,Cloud Spanner,1877.7406,Hours,us-west1,54.7,51.61,1878734171.0,740112804.0,2024-03-16,2024-03-23,2.37770965,4333.3848091,4333.384809,364004.324
cloud-storag-000237,Cloud Storage,2.7068,GB,southamerica-east1,8.54,24.37,313011349.0,624316841.0,2024-11-15,2024-12-15,0.02078823,0.06523399,0.065234,5.4797
bigquery-000238,BigQuery,20.4857,GB,europe-west3,47.85,21.95,44244132.0,896280706.0,2023-01-20,2023-02-03,0.01908773,0.43886558,0.438866,36.8647
cloud-run-000239,Cloud Run,179.0943,Hours,us-central1,44.9,35.65,22865694.0,63756343.0,2024-02-19,2024-03-20,4.534e-05,0.00839693,0.008397,0.7053
ai-platform-000240,AI Platform,46.5909,Hours,europe-west1,94.93,93.87,276586993.0,368401403.0,2023-06-25,2023-07-25,3.75755454,177.53019746,177.530197,14912.5366
cloud-memory-000241,Cloud Memorystore,1336.3045,Hours,asia-northeast1,59.71,89.62,400318064.0,1136998244.0,2024-03-23,2024-04-22,0.12435232,189.46755076,189.467551,15915.2743
cloud-storag-000242,Cloud Storage,29842.071,GB,asia-northeast1,8.4,8.94,3210950441.0,21755211456.0,2024-02-10,2024-03-11,0.01054515,358.13934518,358.139345,30083.705
pub-sub-000243,Pub/Sub,3.7165,GB,asia-southeast1,11.07,16.47,217710347.0,33166584.0,2023-03-20,2023-04-19,0.05529856,0.23204545,0.232045,19.4918
pub-sub-000244,Pub/Sub,12437.7839,GB,europe-west1,27.05,25.43,5713091063.0,320073971.0,2023-12-26,2024-01-25,0.06445111,859.49967617,859.499676,72197.9728
cloud-endpoi-000245,Cloud Endpoints,33151.0331,Requests,asia-northeast1,10.14,17.71,25843669.0,32706699.0,2023-05-30,2023-06-06,7.13e-06,0.27713324,0.277133,23.2792
pub-sub-000246,Pub/Sub,7315.4399,GB,us-east1,17.42,19.55,1228186377.0,2784985835.0,2023-03-19,2023-03-26,0.05482351,413.56187216,413.561872,34739.1973
pub-sub-000247,Pub/Sub,41761.0387,GB,us-central1,21.49,31.73,2075487881.0,413300590.0,2024-08-16,2024-08-30,0.05693475,2312.17741071,2312.177411,194222.9025
container-re-000248,Container Registry,208.9577,GB,us-central1,1.79,21.96,71142938.0,123003293.0,2023-11-27,2023-12-27,0.026,5.64311264,5.643113,474.0215
cloud-armor-000249,Cloud Armor,14101649.5524,Requests,northamerica-northeast1,2.02,6.0,23712305.0,11324559.0,2024-03-28,2024-04-27,1.224e-05,185.72858014,185.72858,15601.2007
cloud-memory-000250,Cloud Memorystore,2243.9844,Hours,southamerica-east1,44.36,78.0,2654980554.0,278176868.0,2023-03-17,2023-03-31,0.02646777,72.02150599,72.021506,6049.8065
cloud-interc-000251,Cloud Interconnect,6114.197,Hours,asia-northeast1,11.62,15.14,12896816660.0,9041498232.0,2024-10-22,2024-11-21,0.32675377,2335.44631381,2335.446314,196177.4904
cloud-storag-000252,Cloud Storage,531360.0025,GB,europe-west3,10.67,15.23,26644423544.0,29129038508.0,2024-04-18,2024-05-18,0.01882274,11053.25045042,11053.25045,928473.0378
bigquery-000253,BigQuery,193.2445,GB,northamerica-northeast1,54.1,43.86,53948045.0,289455395.0,2024-08-08,2024-09-07,0.02640331,5.3408894,5.340889,448.6347
cloud-cdn-000254,Cloud CDN,211759.6395,GB,asia-east1,21.42,29.68,13753238391.0,10385978693.0,2024-04-06,2024-04-13,0.01212125,2684.93190465,2684.931905,225534.28
firestore-000255,Firestore,15273.1169,Requests,asia-northeast1,8.92,8.95,451896759.0,29001665.0,2024-05-31,2024-06-30,1.45e-06,0.02406945,0.024069,2.0218
cloud-sql-000256,Cloud SQL,1803.1619,Hours,southamerica-east1,80.75,75.47,3834990289.0,3151848783.0,2024-06-19,2024-07-19,3.21417384,6875.98241069,6875.982411,577582.5225
cloud-nat-000257,Cloud NAT,831.4473,Hours,europe-west3,0.69,0.96,389896354.0,251261901.0,2023-12-13,2024-01-12,0.00667798,6.22244114,6.222441,522.6851
cloud-load-b-000258,Cloud Load Balancing,3939.2825,Hours,asia-northeast1,30.89,36.26,12675676691.0,754678882.0,2023-12-04,2023-12-05,0.0128305,57.71547736,57.715477,4848.1001
kubernetes-e-000259,Kubernetes Engine,1671.402,Hours,us-east1,47.35,34.29,1844766377.0,272246081.0,2024-09-09,2024-10-09,0.06244656,104.17471304,104.174713,8750.6759
cloud-cdn-000260,Cloud CDN,38340.3816,GB,europe-west1,11.6,22.78,58597745826.0,125253068095.0,2023-11-14,2023-12-15,0.0127035,525.39115469,525.391155,44132.857
compute-engi-000261,Compute Engine,1861.3503,Hours,us-west1,76.46,81.4,746622741.0,1818476879.0,2023-03-28,2023-04-11,3.56456219,6417.82415926,6417.824159,539097.2294
cloud-cdn-000262,Cloud CDN,54038.7572,GB,us-east1,12.45,21.76,17145747920.0,12117120889.0,2024-12-20,2025-01-19,0.01622497,871.53399881,871.533999,73208.8559
cloud-storag-000263,Cloud Storage,1124.4261,GB,asia-northeast1,17.24,19.26,2554082387.0,2986693985.0,2024-10-23,2024-11-22,0.00729169,8.92628489,8.926285,749.8079
cloud-interc-000264,Cloud Interconnect,4899.4155,Hours,asia-southeast1,19.99,13.99,78620548672.0,36780302870.0,2023-08-08,2023-08-22,0.13640236,707.06411162,707.064112,59393.3854
cloud-cdn-000265,Cloud CDN,82268.368,GB,asia-southeast1,22.52,22.28,23845490442.0,1106871839.0,2023-03-21,2023-03-28,0.01409228,1286.47684879,1286.476849,108064.0553
cloud-vpc-000266,Cloud VPC,1685.5928,Hours,us-west1,1.61,8.82,444997824.0,5475275580.0,2024-06-23,2024-06-24,0.00789677,13.12024831,13.120248,1102.1009
cloud-cdn-000267,Cloud CDN,466.599,GB,us-central1,17.07,18.33,1974509691.0,9956136602.0,2024-01-21,2024-01-28,0.01631415,7.84254319,7.842543,658.7736
compute-engi-000268,Compute Engine,1804.9616,Hours,asia-southeast1,17.98,37.18,6289403887.0,2752551378.0,2024-03-24,2024-03-25,3.24093968,6605.59971916,6605.599719,554870.3764
cloud-sql-000269,Cloud SQL,5119.0045,Hours,us-central1,50.73,50.73,4117582338.0,429195459.0,2023-10-19,2023-11-18,0.83203226,4326.02686041,4326.02686,363386.2563
cloud-endpoi-000270,Cloud Endpoints,38198.6952,Requests,europe-north1,8.95,11.71,19557573.0,24119454.0,2024-04-25,2024-05-26,2.131e-05,0.85113212,0.851132,71.4951
cloud-vpn-000271,Cloud VPN,5047.3071,Hours,northamerica-northeast1,9.33,14.78,453543714.0,838455787.0,2024-04-17,2024-05-17,0.10029067,503.42178813,503.421788,42287.4302
cloud-run-000272,Cloud Run,26.0133,Hours,asia-southeast1,4.21,21.0,70556502.0,71445196.0,2023-07-24,2023-08-23,7.5e-05,0.00223984,0.00224,0.1881
container-re-000273,Container Registry,2.3959,GB,northamerica-northeast1,18.28,20.68,176709190.0,12171966.0,2024-01-16,2024-02-15,0.026,0.06790323,0.067903,5.7039
cloud-build-000274,Cloud Build,4.2433,Hours,europe-north1,63.59,66.88,6506576.0,28999549.0,2023-03-27,2023-04-26,0.00571592,0.02623382,0.026234,2.2036
cloud-cdn-000275,Cloud CDN,662.6923,GB,europe-west3,12.33,18.53,1946846347.0,3391473682.0,2023-04-04,2023-05-05,0.01341354,9.36109732,9.361097,786.3322
cloud-memory-000276,Cloud Memorystore,2541.438,Hours,asia-east1,54.7,77.14,422162258.0,262345670.0,2024-02-29,2024-03-01,0.05938317,158.83334974,158.83335,13342.0014
